pid_key;x;y;z;class;step
-1:2.034:7.414:0.945;2.034483;7.413793;0.944681;-1;11
-1:2.379:6.552:1.001;2.37931;6.551724;1.000604;-1;11
-1:2.724:5.690:0.922;2.724138;5.689655;0.92173;-1;11
-1:17.000:8.000:1.621;17;8;1.620612;-1;11
-1:17.796:8.429:1.431;17.795918;8.428571;1.43094;-1;11
-1:18.592:8.857:1.356;18.591837;8.857143;1.356356;-1;11
-1:19.388:9.286:1.314;19.387755;9.285714;1.31426;-1;11
-1:20.184:9.714:1.652;20.183673;9.714286;1.652083;-1;11
-1:20.980:10.143:1.618;20.979592;10.142857;1.618288;-1;11
-1:21.776:10.571:1.389;21.77551;10.571429;1.388814;-1;11
-1:22.571:11.000:1.344;22.571429;11;1.34386;-1;11
-1:23.367:11.429:1.584;23.367347;11.428571;1.58408;-1;11
-1:24.163:11.857:1.523;24.163265;11.857143;1.522964;-1;11
-1:24.959:12.286:1.448;24.959184;12.285714;1.448173;-1;11
-1:25.755:12.714:1.691;25.755102;12.714286;1.691214;-1;11
-1:26.551:13.143:1.663;26.55102;13.142857;1.662714;-1;11
-1:27.347:13.571:1.423;27.346939;13.571429;1.423403;-1;11
-1:28.143:14.000:1.327;28.142857;14;1.3268;-1;11
-1:28.939:14.429:1.652;28.938776;14.428571;1.651851;-1;11
-1:29.735:14.857:1.738;29.734694;14.857143;1.738166;-1;11
-1:5.000:20.000:1.074;5;20;1.073684;-1;11
-1:6.034:20.517:1.082;6.034483;20.517241;1.081769;-1;11
-1:7.069:21.034:1.030;7.068966;21.034483;1.029832;-1;11
-1:8.103:21.552:0.991;8.103448;21.551724;0.990866;-1;11
-1:9.138:22.069:0.940;9.137931;22.068966;0.94;-1;11
-1:10.172:22.586:1.006;10.172414;22.586207;1.005715;-1;11
-1:11.207:23.103:1.073;11.206897;23.103448;1.072599;-1;11
-1:12.241:23.621:1.078;12.241379;23.62069;1.0775;-1;11
-1:13.276:24.138:1.067;13.275862;24.137931;1.066735;-1;11
-1:14.310:24.655:0.951;14.310345;24.655172;0.951031;-1;11
-1:35.000:7.000:2.073;35;7;2.072966;-1;11
-1:34.053:6.789:1.888;34.052632;6.789474;1.887828;-1;11
-1:33.105:6.579:2.079;33.105263;6.578947;2.078965;-1;11
-1:32.158:6.368:1.895;32.157895;6.368421;1.894933;-1;11
-1:31.211:6.158:2.030;31.210526;6.157895;2.030424;-1;11
-1:30.263:5.947:2.084;30.263158;5.947368;2.084101;-1;11
-1:29.316:5.737:2.060;29.315789;5.736842;2.060106;-1;11
-1:28.368:5.526:2.013;28.368421;5.526316;2.013234;-1;11
-1:27.421:5.316:2.026;27.421053;5.315789;2.026308;-1;11
-1:26.474:5.105:2.016;26.473684;5.105263;2.01648;-1;11
-1:13.000:6.000:2.068;13;6;2.068129;-1;11
-1:13.684:5.316:2.004;13.684211;5.315789;2.003774;-1;11
-1:16.000:15.000:0.840;16;15;0.839575;-1;11
-1:14.052:15.319:0.961;14.052347;15.319302;0.961243;-1;11
-1:15.796:14.395:0.974;15.796093;14.394826;0.974415;-1;11
-1:14.604:15.993:0.908;14.604335;15.993044;0.908357;-1;11
-1:15.058:13.933:0.919;15.057873;13.932602;0.91859;-1;11
-1:15.533:16.005:0.879;15.533017;16.005376;0.878868;-1;11
-1:14.174:14.217:0.844;14.173867;14.217445;0.84446;-1;11
-1:16.179:15.259:0.853;16.17868;15.259447;0.852518;-1;11
-1:13.800:15.130:0.718;13.800178;15.130488;0.717662;-1;11
-1:16.095:14.493:0.920;16.09535;14.493237;0.920078;-1;11
-1:14.284:16.056:1.029;14.284003;16.056017;1.029189;-1;11
-1:15.341:13.771:1.018;15.341329;13.770643;1.018219;-1;11
-1:15.360:16.296:0.912;15.359779;16.295809;0.912101;-1;11
-1:14.245:13.887:0.867;14.2453;13.886901;0.866627;-1;11
-1:16.283:15.594:0.834;16.283124;15.593636;0.834148;-1;11
-1:13.594:14.847:0.656;13.594495;14.847142;0.655727;-1;11
-1:16.381:14.696:0.771;16.380739;14.696076;0.770812;-1;11
-1:13.924:16.020:0.790;13.923524;16.019692;0.789788;-1;11
-1:15.695:13.690:0.760;15.694537;13.689965;0.760337;-1;11
-1:15.084:16.549:0.716;15.084009;16.549448;0.716167;-1;11
-1:14.426:13.558:0.665;14.425648;13.558484;0.665168;-1;11
-1:16.290:15.981:0.783;16.29022;15.9808;0.783427;-1;11
-1:13.464:14.483:0.508;13.464148;14.482511;0.507579;-1;11
-1:16.621:15.000:0.735;16.62069;15;0.735011;-1;11
-1:13.552:15.871:0.713;13.552207;15.871108;0.713235;-1;11
-1:16.094:13.712:0.721;16.09386;13.712209;0.721232;-1;11
-1:14.715:16.735:0.632;14.715487;16.735454;0.631799;-1;11
-1:14.715:13.265:0.606;14.715487;13.264546;0.605579;-1;11
-1:16.183:16.393:0.663;16.183154;16.392917;0.662755;-1;11
-1:13.434:14.058:0.476;13.43402;14.057781;0.476008;-1;11
-1:16.897:15.000:0.613;16.896552;15;0.613078;-1;11
-1:13.203:15.606:0.631;13.202727;15.605572;0.630781;-1;11
-1:16.510:13.852:0.622;16.509832;13.852256;0.622056;-1;11
-1:14.272:16.826:0.526;14.272487;16.82592;0.526118;-1;11
-1:15.106:13.037:0.678;15.106411;13.037365;0.678451;-1;11
-1:15.953:16.797:0.394;15.952969;16.79749;0.394082;-1;11
-1:13.523:13.601:0.296;13.522975;13.600887;0.295659;-1;11
-1:17.054:15.452:0.475;17.054271;15.452179;0.4753;-1;11
-1:12.909:15.227:0.398;12.908882;15.227423;0.39833;-1;11
-1:16.909:14.117:0.568;16.909038;14.116785;0.568292;-1;11
-1:13.781:16.798:0.371;13.780869;16.798083;0.370705;-1;11
-1:15.581:12.907:0.439;15.581182;12.906771;0.438724;-1;11
-1:15.600:17.160:0.433;15.599632;17.159681;0.432795;-1;11
-1:13.742:13.145:0.400;13.742167;13.144835;0.399898;-1;11
-1:17.097:15.970:0.298;17.096812;15.970089;0.297758;-1;11
-1:12.703:14.750:0.319;12.703199;14.750208;0.318846;-1;11
-1:17.256:14.503:0.177;17.25633;14.503344;0.177232;-1;11
-1:13.273:16.636:0.205;13.272631;16.63625;0.205145;-1;11
-1:16.114:12.898:0.290;16.114489;12.897851;0.289958;-1;11
-1:15.133:17.445:0.353;15.132547;17.444685;0.353208;-1;11
-1:14.094:12.726:0.182;14.0938;12.725609;0.181853;-1;11
-1:17.004:16.523:0.173;17.003958;16.52337;0.172994;-1;11
-1:12.615:14.196:0.262;12.614528;14.196241;0.262142;-1;11
-1:17.517:15.000:0.264;17.517241;15;0.26389;-1;11
-1:12.784:16.333:0.252;12.78399;16.333329;0.252403;-1;11
-1:16.674:13.029:0.187;16.674275;13.028891;0.186958;-1;11
-1:14.570:17.620:0.199;14.570441;17.620195;0.199402;-1;11
-1:14.570:12.380:0.232;14.570441;12.379805;0.232213;-1;11
-1:16.764:17.076:0.139;16.76357;17.076235;0.139471;-1;11
-1:12.666:13.596:0.070;12.665803;13.59556;0.069854;-1;11
-1:17.793:15.000:0.057;17.793103;15;0.057266;-1;11
-1:12.353:15.892:0.323;12.353107;15.891842;0.322942;-1;11
-1:17.224:13.310:0.293;17.22357;13.309686;0.293308;-1;11
-1:13.941:17.659:-0.011;13.940639;17.658795;-0.011275;-1;11
-1:15.155:12.142:0.085;15.154949;12.142129;0.084522;-1;11
-1:16.373:17.590:-0.002;16.372921;17.589604;-0.00179;-1;11
-1:12.872:12.984:0.086;12.872082;12.984329;0.085561;-1;11
-1:17.930:15.645:0.082;17.929862;15.644911;0.081789;-1;11
-1:12.018:15.324:-0.126;12.017586;15.324357;-0.125621;-1;11
-1:17.723:13.740:0.039;17.722726;13.740333;0.039457;-1;11
-1:14.690:14.069:0.867;14.689655;14.068966;0.866578;-1;11
-1:14.621:14.138:1.018;14.62069;14.137931;1.018039;-1;11
-1:15.379:14.138:0.871;15.37931;14.137931;0.871485;-1;11
-1:15.034:14.207:0.742;15.034483;14.206897;0.742366;-1;11
-1:14.483:14.276:1.026;14.482759;14.275862;1.026461;-1;11
-1:15.241:14.276:0.709;15.241379;14.275862;0.709111;-1;11
-1:14.552:14.345:0.963;14.551724;14.344828;0.963301;-1;11
-1:15.310:14.345:0.774;15.310345;14.344828;0.774462;-1;11
-1:14.483:14.414:0.922;14.482759;14.413793;0.921704;-1;11
-1:15.241:14.414:0.831;15.241379;14.413793;0.831288;-1;11
-1:14.345:14.483:0.920;14.344828;14.482759;0.920488;-1;11
-1:15.103:14.483:0.896;15.103448;14.482759;0.895667;-1;11
-1:14.138:14.552:1.054;14.137931;14.551724;1.053635;-1;11
-1:14.897:14.552:0.831;14.896552;14.551724;0.831316;-1;11
-1:15.655:14.552:0.814;15.655172;14.551724;0.814077;-1;11
-1:14.621:14.621:0.878;14.62069;14.62069;0.877977;-1;11
-1:15.379:14.621:0.837;15.37931;14.62069;0.83653;-1;11
-1:14.276:14.690:0.783;14.275862;14.689655;0.782744;-1;11
-1:15.034:14.690:0.710;15.034483;14.689655;0.709856;-1;11
-1:15.793:14.690:1.048;15.793103;14.689655;1.047778;-1;11
-1:14.621:14.759:0.921;14.62069;14.758621;0.921495;-1;11
-1:15.379:14.759:0.933;15.37931;14.758621;0.932811;-1;11
-1:14.207:14.828:0.898;14.206897;14.827586;0.898233;-1;11
-1:14.966:14.828:0.848;14.965517;14.827586;0.848094;-1;11
-1:15.724:14.828:0.958;15.724138;14.827586;0.958298;-1;11
-1:14.552:14.897:0.756;14.551724;14.896552;0.755527;-1;11
-1:15.310:14.897:0.828;15.310345;14.896552;0.82808;-1;11
-1:14.138:14.966:0.724;14.137931;14.965517;0.723791;-1;11
-1:14.897:14.966:0.804;14.896552;14.965517;0.803526;-1;11
-1:15.655:14.966:0.931;15.655172;14.965517;0.930904;-1;11
-1:14.483:15.034:0.895;14.482759;15.034483;0.894521;-1;11
-1:15.241:15.034:0.965;15.241379;15.034483;0.964506;-1;11
-1:14.069:15.103:1.009;14.068966;15.103448;1.009422;-1;11
-1:14.828:15.103:0.812;14.827586;15.103448;0.812172;-1;11
-1:15.586:15.103:1.018;15.586207;15.103448;1.018082;-1;11
-1:14.414:15.172:0.988;14.413793;15.172414;0.988342;-1;11
-1:15.172:15.172:0.904;15.172414;15.172414;0.904103;-1;11
-1:15.931:15.172:0.994;15.931034;15.172414;0.993674;-1;11
-1:14.759:15.241:0.939;14.758621;15.241379;0.938729;-1;11
-1:15.517:15.241:0.896;15.517241;15.241379;0.895745;-1;11
-1:14.345:15.310:0.929;14.344828;15.310345;0.928583;-1;11
-1:15.103:15.310:0.871;15.103448;15.310345;0.871047;-1;11
-1:15.862:15.310:0.791;15.862069;15.310345;0.790659;-1;11
-1:14.759:15.379:0.863;14.758621;15.37931;0.86303;-1;11
-1:15.517:15.379:0.947;15.517241;15.37931;0.947294;-1;11
-1:14.483:15.448:0.945;14.482759;15.448276;0.945495;-1;11
-1:15.241:15.448:0.887;15.241379;15.448276;0.887461;-1;11
-1:14.276:15.517:1.025;14.275862;15.517241;1.024603;-1;11
-1:15.034:15.517:0.887;15.034483;15.517241;0.886973;-1;11
-1:15.793:15.517:0.939;15.793103;15.517241;0.938783;-1;11
-1:14.897:15.586:1.052;14.896552;15.586207;1.052064;-1;11
-1:15.655:15.586:0.737;15.655172;15.586207;0.736565;-1;11
-1:14.828:15.655:1.100;14.827586;15.655172;1.099912;-1;11
-1:15.586:15.655:0.874;15.586207;15.655172;0.874234;-1;11
-1:14.897:15.724:0.814;14.896552;15.724138;0.81447;-1;11
-1:15.655:15.724:0.925;15.655172;15.724138;0.924652;-1;11
-1:15.103:15.793:0.973;15.103448;15.793103;0.973488;-1;11
-1:14.759:15.862:0.828;14.758621;15.862069;0.827514;-1;11
-1:14.690:15.931:0.926;14.689655;15.931034;0.926102;-1;11
-1:30.800:30.000:1.341;30.8;30;1.341356;-1;11
-1:29.242:30.255:1.299;29.241877;30.255441;1.298986;-1;11
-1:30.637:29.516:1.266;30.636874;29.515861;1.26552;-1;11
-1:29.682:30.798:1.362;29.682192;30.797639;1.362428;-1;11
-1:30.046:29.143:1.390;30.046485;29.142639;1.389784;-1;11
-1:30.430:30.810:1.198;30.429644;30.810394;1.198061;-1;11
-1:29.334:29.369:1.788;29.334087;29.369214;1.788107;-1;11
-1:30.953:30.210:1.419;30.953047;30.209781;1.419385;-1;11
-1:29.030:30.106:1.090;29.029858;30.105509;1.090076;-1;11
-1:30.886:29.590:1.493;30.885668;29.590246;1.492854;-1;11
-1:29.419:30.856:1.344;29.419462;30.85623;1.343737;-1;11
-1:30.277:29.003:1.217;30.276753;29.003224;1.217126;-1;11
-1:30.292:31.053:1.548;30.292436;31.05326;1.547722;-1;11
-1:29.387:29.095:1.283;29.386564;29.09525;1.282723;-1;11
-1:31.045:30.484:0.862;31.045277;30.483596;0.862467;-1;11
-1:28.855:29.875:1.197;28.855027;29.875477;1.196986;-1;11
-1:31.125:29.752:1.442;31.124797;29.752413;1.442082;-1;11
-1:29.121:30.832:0.976;29.121295;30.832353;0.975531;-1;11
-1:30.567:28.931:1.138;30.566936;28.930646;1.137991;-1;11
-1:30.069:31.267:1.417;30.0687;31.267104;1.416817;-1;11
-1:29.530:28.821:1.134;29.530307;28.821161;1.134316;-1;11
-1:31.057:30.803:0.935;31.056882;30.803421;0.935496;-1;11
-1:28.742:29.576:1.020;28.741909;29.5761;1.019698;-1;11
-1:31.328:30.000:1.042;31.327586;30;1.04174;-1;11
-1:28.812:30.715:1.029;28.812219;30.714664;1.029263;-1;11
-1:30.897:28.943:0.719;30.897411;28.943486;0.718604;-1;11
-1:29.766:31.426:0.924;29.766253;31.425794;0.924366;-1;11
-1:29.766:28.574:0.679;29.766253;28.574206;0.679003;-1;11
-1:30.973:31.146:1.040;30.973312;31.145871;1.039923;-1;11
-1:28.712:29.225:1.023;28.71176;29.224891;1.022909;-1;11
-1:31.562:30.000:0.847;31.562069;30;0.847231;-1;11
-1:28.520:30.499:0.744;28.5197;30.498771;0.744425;-1;11
-1:31.244:29.055:0.912;31.243552;29.054676;0.911936;-1;11
-1:29.400:31.506:0.697;29.400121;31.505583;0.696651;-1;11
-1:30.088:28.382:0.913;30.087742;28.381687;0.91258;-1;11
-1:30.787:31.484:1.124;30.786603;31.483691;1.123944;-1;11
-1:28.781:28.845:0.776;28.780828;28.845139;0.775876;-1;11
-1:31.697:30.374:0.572;31.697299;30.373604;0.57242;-1;11
-1:28.272:30.188:0.424;28.272257;30.187903;0.424383;-1;11
-1:31.577:29.270:0.648;31.577303;29.270262;0.647622;-1;11
-1:28.992:31.487:0.577;28.991798;31.486986;0.57713;-1;11
-1:30.481:28.269:0.657;30.480628;28.268933;0.65708;-1;11
-1:30.496:31.788:0.724;30.496311;31.787551;0.723644;-1;11
-1:28.959:28.464:0.426;28.958901;28.464494;0.426228;-1;11
-1:31.737:30.804:0.450;31.736912;30.803581;0.449507;-1;11
-1:28.097:29.793:0.503;28.097426;29.793083;0.502964;-1;11
-1:31.869:29.589:0.314;31.86905;29.588591;0.314088;-1;11
-1:28.568:31.356:0.489;28.568036;31.356428;0.489039;-1;11
-1:30.924:28.257:0.174;30.923895;28.257349;0.173653;-1;11
-1:30.110:32.028:0.367;30.109958;32.028056;0.367097;-1;11
-1:29.248:28.113:0.389;29.248237;28.113216;0.389251;-1;11
-1:31.664:31.265:0.454;31.66356;31.264605;0.454253;-1;11
-1:28.020:29.333:0.266;28.019732;29.33277;0.265854;-1;11
-1:32.090:30.000:0.525;32.089655;30;0.525122;-1;11
-1:28.159:31.108:0.092;28.159234;31.107552;0.091723;-1;11
-1:31.391:28.363:0.219;31.390764;28.362666;0.218913;-1;11
-1:29.643:32.178:0.285;29.642964;32.177824;0.28451;-1;11
-1:29.643:27.822:0.259;29.642964;27.822176;0.258883;-1;11
-1:31.467:31.727:0.357;31.466665;31.726691;0.35717;-1;11
-1:28.059:28.832:0.420;28.058775;28.832004;0.420154;-1;11
-1:32.324:30.000:0.042;32.324138;30;0.041939;-1;11
-1:27.798:30.742:0.297;27.797523;30.742101;0.296781;-1;11
-1:31.850:28.593:-0.056;31.85023;28.593492;-0.055888;-1;11
-1:29.118:32.214:0.131;29.11805;32.213527;0.131305;-1;11
-1:30.129:27.621:0.054;30.129;27.620736;0.053817;-1;11
-1:31.144:32.157:-0.153;31.143563;32.156988;-0.153295;-1;11
-1:28.228:28.321:0.213;28.22757;28.321065;0.213384;-1;11
-1:32.442:30.537:0.047;32.441551;30.537426;0.046955;-1;11
-1:27.515:30.270:0.178;27.514655;30.270298;0.178278;-1;11
-1:32.269:28.950:-0.040;32.268939;28.950277;-0.039517;-1;11
-1:29.752:29.255:1.300;29.751724;29.255172;1.299505;-1;11
-1:29.697:29.310:1.558;29.696552;29.310345;1.558272;-1;11
-1:30.303:29.310:1.635;30.303448;29.310345;1.63496;-1;11
-1:30.028:29.366:1.617;30.027586;29.365517;1.616899;-1;11
-1:29.586:29.421:1.358;29.586207;29.42069;1.357767;-1;11
-1:30.193:29.421:1.299;30.193103;29.42069;1.298535;-1;11
-1:29.641:29.476:1.576;29.641379;29.475862;1.576032;-1;11
-1:30.248:29.476:1.287;30.248276;29.475862;1.286665;-1;11
-1:29.586:29.531:1.222;29.586207;29.531034;1.221874;-1;11
-1:30.193:29.531:1.327;30.193103;29.531034;1.326935;-1;11
-1:29.476:29.586:1.472;29.475862;29.586207;1.471908;-1;11
-1:30.083:29.586:1.441;30.082759;29.586207;1.441364;-1;11
-1:29.310:29.641:1.325;29.310345;29.641379;1.325422;-1;11
-1:29.917:29.641:1.438;29.917241;29.641379;1.438362;-1;11
-1:30.524:29.641:1.447;30.524138;29.641379;1.446732;-1;11
-1:29.697:29.697:1.448;29.696552;29.696552;1.447629;-1;11
-1:30.303:29.697:1.162;30.303448;29.696552;1.161508;-1;11
-1:29.421:29.752:1.325;29.42069;29.751724;1.3254;-1;11
-1:30.028:29.752:1.350;30.027586;29.751724;1.349774;-1;11
-1:30.634:29.752:1.281;30.634483;29.751724;1.280697;-1;11
-1:29.697:29.807:1.160;29.696552;29.806897;1.160113;-1;11
-1:30.303:29.807:1.325;30.303448;29.806897;1.324805;-1;11
-1:29.366:29.862:1.609;29.365517;29.862069;1.608641;-1;11
-1:29.972:29.862:1.327;29.972414;29.862069;1.327167;-1;11
-1:30.579:29.862:1.180;30.57931;29.862069;1.18041;-1;11
-1:29.641:29.917:1.367;29.641379;29.917241;1.366862;-1;11
-1:30.248:29.917:1.252;30.248276;29.917241;1.251526;-1;11
-1:29.310:29.972:1.222;29.310345;29.972414;1.221974;-1;11
-1:29.917:29.972:1.381;29.917241;29.972414;1.380516;-1;11
-1:30.524:29.972:1.512;30.524138;29.972414;1.512144;-1;11
-1:29.586:30.028:1.210;29.586207;30.027586;1.209879;-1;11
-1:30.193:30.028:1.309;30.193103;30.027586;1.308855;-1;11
-1:29.255:30.083:1.364;29.255172;30.082759;1.364467;-1;11
-1:29.862:30.083:1.395;29.862069;30.082759;1.394907;-1;11
-1:30.469:30.083:1.270;30.468966;30.082759;1.269937;-1;11
-1:29.531:30.138:1.515;29.531034;30.137931;1.5148;-1;11
-1:30.138:30.138:1.330;30.137931;30.137931;1.330354;-1;11
-1:30.745:30.138:1.507;30.744828;30.137931;1.506809;-1;11
-1:29.807:30.193:1.284;29.806897;30.193103;1.283876;-1;11
-1:30.414:30.193:1.544;30.413793;30.193103;1.544189;-1;11
-1:29.476:30.248:1.425;29.475862;30.248276;1.424727;-1;11
-1:30.083:30.248:1.513;30.082759;30.248276;1.51304;-1;11
-1:30.690:30.248:1.531;30.689655;30.248276;1.530942;-1;11
-1:29.807:30.303:1.516;29.806897;30.303448;1.516171;-1;11
-1:30.414:30.303:1.394;30.413793;30.303448;1.394351;-1;11
-1:29.586:30.359:1.562;29.586207;30.358621;1.562001;-1;11
-1:30.193:30.359:1.390;30.193103;30.358621;1.390353;-1;11
-1:29.421:30.414:1.201;29.42069;30.413793;1.20057;-1;11
-1:30.028:30.414:1.477;30.027586;30.413793;1.477338;-1;11
-1:30.634:30.414:1.510;30.634483;30.413793;1.510257;-1;11
-1:29.917:30.469:1.431;29.917241;30.468966;1.431387;-1;11
-1:30.524:30.469:1.280;30.524138;30.468966;1.280325;-1;11
-1:29.862:30.524:1.286;29.862069;30.524138;1.286056;-1;11
-1:30.469:30.524:1.454;30.468966;30.524138;1.453934;-1;11
-1:29.917:30.579:1.420;29.917241;30.57931;1.419548;-1;11
-1:30.524:30.579:1.336;30.524138;30.57931;1.336447;-1;11
-1:30.083:30.634:1.409;30.082759;30.634483;1.408818;-1;11
-1:29.807:30.690:1.402;29.806897;30.689655;1.40249;-1;11
-1:29.752:30.745:1.251;29.751724;30.744828;1.250602;-1;11
-1:5.700:32.000:1.002;5.7;32;1.001929;-1;11
-1:4.337:32.224:0.844;4.336643;32.223511;0.844258;-1;11
-1:5.557:31.576:1.138;5.557265;31.576378;1.138072;-1;11
-1:4.724:32.692:1.099;4.724311;32.691927;1.098654;-1;11
-1:5.040:31.256:1.012;5.040324;31.256265;1.012205;-1;11
-1:5.370:32.698:0.755;5.369881;32.69767;0.755488;-1;11
-1:4.427:31.457:0.933;4.426714;31.456955;0.933228;-1;11
-1:5.815:32.179:1.041;5.814973;32.179389;1.041269;-1;11
-1:4.170:32.090:0.853;4.170409;32.090223;0.853259;-1;11
-1:5.757:31.650:1.020;5.757356;31.64961;1.019644;-1;11
-1:4.507:32.728:0.805;4.506542;32.727795;0.80506;-1;11
-1:5.235:31.153:0.997;5.23524;31.152741;0.997147;-1;11
-1:5.247:32.890:0.781;5.247233;32.890453;0.780869;-1;11
-1:4.481:31.235:0.815;4.481386;31.235101;0.814908;-1;11
-1:5.879:32.407:0.872;5.879409;32.406858;0.871672;-1;11
-1:4.037:31.895:0.751;4.036715;31.895236;0.750757;-1;11
-1:5.946:31.792:0.843;5.946312;31.791701;0.842707;-1;11
-1:4.264:32.697:0.735;4.263991;32.697185;0.734711;-1;11
-1:5.475:31.104:0.888;5.474869;31.104302;0.887626;-1;11
-1:5.057:33.057:0.832;5.057313;33.057068;0.83217;-1;11
-1:4.608:31.017:0.811;4.608164;31.016566;0.810789;-1;11
-1:5.878:32.668:0.723;5.878448;32.667778;0.722743;-1;11
-1:3.954:31.648:0.807;3.954314;31.647667;0.807044;-1;11
-1:6.103:32.000:0.797;6.103448;32;0.797383;-1;11
-1:4.016:32.592:0.659;4.016092;32.591998;0.658837;-1;11
-1:5.743:31.125:0.653;5.743378;31.124828;0.653238;-1;11
-1:4.807:33.177:0.762;4.806977;33.177386;0.762245;-1;11
-1:4.807:30.823:0.626;4.806977;30.822614;0.626338;-1;11
-1:5.801:32.944:0.553;5.80142;32.943504;0.552558;-1;11
-1:3.939:31.362:0.615;3.93927;31.36178;0.614748;-1;11
-1:6.283:32.000:0.454;6.282759;32;0.454239;-1;11
-1:3.784:32.410:0.460;3.78439;32.409587;0.459971;-1;11
-1:6.021:31.224:0.506;6.021195;31.223708;0.506106;-1;11
-1:4.509:33.233:0.443;4.50861;33.233297;0.443315;-1;11
-1:5.072:30.674:0.396;5.071874;30.674361;0.396288;-1;11
-1:5.643:33.213:0.320;5.64285;33.212544;0.320162;-1;11
-1:4.004:31.056:0.471;4.003634;31.056192;0.470787;-1;11
-1:6.384:32.305:0.346;6.384107;32.304665;0.345809;-1;11
-1:3.591:32.153:0.526;3.591067;32.153231;0.525569;-1;11
-1:6.286:31.405:0.325;6.286253;31.404916;0.325183;-1;11
-1:4.180:33.210:0.466;4.179506;33.210138;0.465582;-1;11
-1:5.391:30.591:0.467;5.391145;30.591223;0.467236;-1;11
-1:5.403:33.452:0.349;5.403138;33.45197;0.349023;-1;11
-1:4.154:30.753:0.358;4.154349;30.752758;0.358228;-1;11
-1:6.408:32.652:0.449;6.408307;32.651552;0.449002;-1;11
-1:3.457:31.832:0.307;3.457372;31.832229;0.307464;-1;11
-1:6.515:31.666:0.467;6.515446;31.666425;0.467019;-1;11
-1:3.841:33.098:0.282;3.840911;33.097948;0.282437;-1;11
-1:5.748:30.589:0.414;5.747838;30.589427;0.414334;-1;11
-1:5.089:33.639:0.326;5.088862;33.638972;0.32562;-1;11
-1:4.392:30.475:0.213;4.392463;30.475197;0.212698;-1;11
-1:6.342:33.020:0.076;6.342378;33.020449;0.076076;-1;11
-1:3.402:31.462:0.209;3.402061;31.461592;0.208727;-1;11
-1:6.686:32.000:0.051;6.686207;32;0.051137;-1;11
-1:3.517:32.892:0.367;3.516751;32.892442;0.366863;-1;11
-1:6.121:30.681:0.100;6.120648;30.680671;0.099536;-1;11
-1:4.713:33.752:0.123;4.712697;33.752468;0.123477;-1;11
-1:4.713:30.248:0.020;4.712697;30.247532;0.019946;-1;11
-1:6.179:33.388:0.112;6.17869;33.387661;0.111695;-1;11
-1:3.440:31.061:0.136;3.439929;31.061336;0.135699;-1;11
-1:6.866:32.000:0.110;6.865517;32;0.110447;-1;11
-1:3.232:32.596:0.019;3.232137;32.595663;0.018683;-1;11
-1:6.485:30.871:0.219;6.485125;30.871037;0.218706;-1;11
-1:4.293:33.775:0.261;4.292908;33.774666;0.261231;-1;11
-1:5.103:30.092:-0.049;5.103424;30.092457;-0.049418;-1;11
-1:5.916:33.727:-0.105;5.915819;33.727418;-0.105181;-1;11
-1:3.581:30.655:0.013;3.580554;30.655429;0.012904;-1;11
-1:6.953:32.430:0.054;6.953241;32.429941;0.054447;-1;11
-1:3.012:32.216:0.153;3.011724;32.216238;0.153131;-1;11
-1:6.815:31.160:-0.141;6.815151;31.160222;-0.141138;-1;11
-1:4.783:31.348:1.012;4.782759;31.348276;1.011813;-1;11
-1:4.734:31.397:1.025;4.734483;31.396552;1.024918;-1;11
-1:5.266:31.397:1.174;5.265517;31.396552;1.173644;-1;11
-1:5.024:31.445:1.027;5.024138;31.444828;1.02701;-1;11
-1:4.638:31.493:0.707;4.637931;31.493103;0.706934;-1;11
-1:5.169:31.493:0.947;5.168966;31.493103;0.94743;-1;11
-1:4.686:31.541:0.780;4.686207;31.541379;0.780101;-1;11
-1:5.217:31.541:0.925;5.217241;31.541379;0.925284;-1;11
-1:4.638:31.590:0.954;4.637931;31.589655;0.953529;-1;11
-1:5.169:31.590:1.028;5.168966;31.589655;1.027993;-1;11
-1:4.541:31.638:0.829;4.541379;31.637931;0.829455;-1;11
-1:5.072:31.638:0.803;5.072414;31.637931;0.802656;-1;11
-1:4.397:31.686:1.041;4.396552;31.686207;1.041058;-1;11
-1:4.928:31.686:0.993;4.927586;31.686207;0.993366;-1;11
-1:5.459:31.686:0.794;5.458621;31.686207;0.793834;-1;11
-1:4.734:31.734:0.785;4.734483;31.734483;0.78517;-1;11
-1:5.266:31.734:0.901;5.265517;31.734483;0.900972;-1;11
-1:4.493:31.783:0.744;4.493103;31.782759;0.744241;-1;11
-1:5.024:31.783:0.939;5.024138;31.782759;0.939346;-1;11
-1:5.555:31.783:1.006;5.555172;31.782759;1.005674;-1;11
-1:4.734:31.831:0.894;4.734483;31.831034;0.893732;-1;11
-1:5.266:31.831:0.801;5.265517;31.831034;0.800946;-1;11
-1:4.445:31.879:0.906;4.444828;31.87931;0.90567;-1;11
-1:4.976:31.879:1.099;4.975862;31.87931;1.09934;-1;11
-1:5.507:31.879:0.864;5.506897;31.87931;0.86448;-1;11
-1:4.686:31.928:0.796;4.686207;31.927586;0.795979;-1;11
-1:5.217:31.928:0.955;5.217241;31.927586;0.955348;-1;11
-1:4.397:31.976:0.921;4.396552;31.975862;0.921402;-1;11
-1:4.928:31.976:0.929;4.927586;31.975862;0.928839;-1;11
-1:5.459:31.976:0.916;5.458621;31.975862;0.916408;-1;11
-1:4.638:32.024:0.898;4.637931;32.024138;0.898003;-1;11
